id,question1_en,question2_en,question2_fr,is_duplicate
480,Can Congress stop Presidents from starting a major war?,What's a good source to purchase Attorneys eMail addresses? Thanks,Quelle est une bonne source pour acheter des adresses e-mail avocats? Merci,0
481,Is it safe to lose 25 pounds in 1 month?,Is it healthy to lose 13 pounds in a month?,Est-ce sain de perdre 13 kilos en un mois?,0
482,What are some cute shounen ai series?,When will the Pokémon series end?,Quand la série Pokémon se terminera-t-elle?,0
483,Why are police lights red and blue?,Why are police lights red and/or blue?,Pourquoi les lumières de police sont-elles rouges et / ou bleues?,1
484,How do I post a question that was marked as needing improvement?,"Why was my question marked as ""needs improvement?""","Pourquoi ma question a-t-elle été marquée comme ""nécessite des améliorations?""",1
485,Who owns nature?,Who owns Natural Factors?,Qui est propriétaire de Natural Factors?,0
486,How can I install OBB/data file on an Android?,I want to install EXE extension files in Android mobile. Is it possible?,Je veux installer les fichiers d'extension EXE dans les mobiles Android. C'est possible?,0
487,What is garbage value? And Why do we get garbage value in c?,What is garbage value in c?,Quelle est la valeur des ordures dans c?,0
488,How do I prepare for software interviews?,What are the best ways to prepare for software interviews?,Quels sont les meilleurs moyens de préparer les entretiens logiciels?,1
489,Does Rahul Gandhi have any chance to become next PM of India after Modi?,Does Rahul Gandhi have chances to become next Pm of India after Modi?,Est-ce que Rahul Gandhi a des chances de devenir le prochain Pm of India après Modi?,1
490,Is noon 12 am or 12 pm?,Is it good to do gym at morning and swimming at noon?,Est-il bon de faire de la gym le matin et de nager à midi?,0
491,What is the difference between a comet and an asteroid?,What is the difference between asteroids and comets?,Quelle est la différence entre les astéroïdes et les comètes?,1
492,Is chocolate milk good for you?,Why is unrefrigerated milk good for you?,Pourquoi le lait non réfrigéré est-il bon pour vous?,0
493,How should I study,What are some tricks to study effectively?,Quelles sont les astuces pour étudier efficacement?,1
494,Which country is best for higher education and work?,Which is the best country for higher education after USA and UK?,Quel est le meilleur pays pour l'enseignement supérieur après les Etats-Unis et le Royaume-Uni?,0
495,What is the painting on this image?,What is this painting?,Quelle est cette peinture?,0
496,Which are the major highways in California and how are they compared to the major highways in Tennessee?,Which are the major highways in California and how are they compared to the major highways in Texas?,Quelles sont les principales autoroutes de Californie et comment sont-elles comparées aux principales autoroutes du Texas?,0
497,What's beyond our Universe?,"If space is expanding, where does the new space come from?","Si l'espace est en expansion, d'où vient le nouvel espace?",0
498,Is growing of hair a physical or a chemical change?,Can a bald person ever grow their hair back?,Une personne chauve peut-elle repousser ses cheveux?,0
499,What is the difference between culture and history?,How is chili different between cultures?,Comment le chili est-il différent entre les cultures?,0
500,What does it mean when a guy says I like you?,"What does it mean when a guy says ""Be safe""?","Qu'est-ce que cela signifie quand un gars dit ""Sois prudent""?",0
501,"What makes a programmer ""good?""",What makes a good programmer great?,Qu'est-ce qui fait qu'un bon programmeur est génial?,1
502,What will most likely cause World War III?,Is World War III imminent?,La Troisième Guerre mondiale est-elle imminente?,0
503,Is civil war likely after the US presidential election?,Is the US at risk of some type of uprising after the election?,Les États-Unis risquent-ils de se soulever après les élections?,1
504,Which European country is the best for asylum seekers?,What are the best countries for whistleblowers to seek asylum?,Quels sont les meilleurs pays pour que les dénonciateurs demandent l'asile?,0
505,Where and how do the crop circles get generated?,What are crop circles?,Que sont les crop circles?,1
506,Will baking soda help pass a urine test?,How does baking soda help you pass a drug test?,Comment le bicarbonate de soude vous aide-t-il à passer un test de dépistage?,1
507,What is Zika virus and how is it transmitted?,How is Zika virus spread?,Comment le virus Zika se propage-t-il?,1
508,What is the best way to learn algebra by yourself?,How do you learn algebra 1 fast?,Comment apprendre l'algèbre 1 rapidement?,1
509,How does it feel to retake a class in college?,Does retaking subjects in college affect future job prospects?,La reprise des cours au collège affecte-t-elle les perspectives d’emploi futures?,0
510,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?,How can I get my name off the first page on Google search?,Comment puis-je retirer mon nom de la première page de la recherche Google?,0
511,"How hard is it to fake appearing ""spiritual"" in a Christian community?",Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,Pourquoi la bataille d'Agincourt s'est-elle produite? Comment se compare-t-il à la bataille de Edge Hill?,0
512,What is an actinomorphic flower?,Flowers: What is vaijanti?,Fleurs: Qu'est-ce que le vaijanti?,0
513,What is the best place for sex?,What is the best place to have sex from?,Quel est le meilleur endroit pour faire l'amour?,1
514,Do people with anemia die younger?,Does anemia increase irritability?,Est-ce que l'anémie augmente l'irritabilité?,0
515,"How do you feel about the new MacBook Pro, late 2016?",Should I get the new Macbook Pro?,Devrais-je obtenir le nouveau Macbook Pro?,1
516,Does covering your head while sleeping cause brain damage?,Does binge drinking cause long term brain damage?,La consommation excessive d'alcool provoque-t-elle des lésions cérébrales à long terme?,0
517,What are the major differences between Chinese culture and western cultures?,What is the difference between Chinese and western culture?,Quelle est la différence entre la culture chinoise et la culture occidentale?,1
518,What are scraping techniques?,What are some good free web scrapers / scraping techniques?,Quelles sont quelques bonnes techniques de grattage / grattage de Web?,1
519,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?,Where can I find the best Security Cameras?,Où puis-je trouver les meilleures caméras de sécurité?,0
520,Is it healthy to eat egg whites every day?,Is it healthy to eat one chicken every day?,Est-ce sain de manger un poulet tous les jours?,1
521,What words rank the highest on Dictionary.com's difficulty index?,Can Hindi words get a place in the Oxford dictionary?,Les mots hindi peuvent-ils trouver leur place dans le dictionnaire Oxford?,0
522,Why can't I feel remorse or empathy at all?,Why do I not feel remorse?,Pourquoi je ne ressens pas de remords?,0
523,How many minutes of cardio a day should I do?,How many minutes of yoga can be done in a day?,Combien de minutes de yoga peuvent être faites en une journée?,0
524,Why is my dog biting me?,Why did my dog bite me?,Pourquoi mon chien m'a mordu?,0
525,How can I treat a severe foot sprain?,How can I get a severe foot sprain?,Comment puis-je avoir une grave entorse du pied?,0
526,How can a severe crick in the neck be treated?,What are some symptoms of a severe crick in the neck?,Quels sont les symptômes d'un crick sévère dans le cou?,0
527,What are the best places to recommend foreigners to visit in Nepal?,What are the best places to visit in Nepal?,Quels sont les meilleurs endroits à visiter au Népal?,1
528,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use..",I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?,Je suis fatigué des ordinateurs portables que j'ai achetés pour vieillir et ralentir après 2 ans. Les ordinateurs de bureau se dégradent-ils aussi rapidement? Est-ce que le fait d’avoir un ordinateur portable / de bureau à disque dur électronique augmentera sa longévité?,0
529,How should I prepare for HSBC GLT placement tests?,"Which company should I choose, HSBC (GLT) or Cybage Software?","Quelle entreprise devrais-je choisir, HSBC (GLT) ou Cybage Software?",0
530,Did any Indian writers/authors ever use a pen name?,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?",À quel point Donald Trump a-t-il mal calculé sa course sur la valeur de sa marque?,0
531,How do I register institute providing training in various programming languages for vocational courses as it will exempt it from the service tax?,How much marks should I score in SSC cpo to get Delhi police?,Combien de points devrais-je obtenir à SSC cpo pour obtenir la police de Delhi?,0
532,How imminent is world war III?,Are we heading toward World War 3?,Allons-nous vers la troisième guerre mondiale?,1
533,How do you write a song?,How do I write a song?,Comment écrire une chanson?,1
534,What could be Narendra Modi's next move after demonetization?,What is next step after demonetization?,Quelle est la prochaine étape après la démonétisation?,1
535,"If you have me, you want to share me. If you share me, you haven't got me. What am I?","If you have me, you want to share me. If you share me, you don't get me. What am I?","Si vous m'avez, vous voulez me partager. Si vous me partagez, vous ne m'obtenez pas. Que suis je?",1
536,"What is an interesting fact that you know and I don't, but shouldn't?",What is the most interesting fact that most people don't know about?,Quel est le fait le plus intéressant que la plupart des gens ne connaissent pas?,1
537,What is the problem with controlled fusion?,Why haven't we developed a fusion reactor capable of generating more energy than it consumes? What are the problems we face?,Pourquoi n'avons-nous pas développé un réacteur de fusion capable de générer plus d'énergie qu'il n'en consomme? Quels sont les problèmes auxquels nous sommes confrontés?,0
538,Where do I find 3ds emulator for android?,Is there a working Nintendo 3DS emulator for PC?,Existe-t-il un émulateur Nintendo 3DS fonctionnel pour PC?,1
539,"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?",Where can I buy cheap clothes in bulk?,Où puis-je acheter des vêtements pas chers en vrac?,0
540,How can I become a true computer science engineer?,How do I become a good computer science engineer?,Comment puis-je devenir un bon ingénieur en informatique?,1
541,Is it necessary to unlock bootloader before rooting Android phones?,How ClockWorkMod works for phones NOT having bootloader unlocked?,Comment ClockWorkMod fonctionne-t-il pour les téléphones sur lesquels le chargeur de démarrage n'a pas été déverrouillé?,0
542,What is bss engineer?,Is it right option from being Android Developer to become Translator after 3 years in software development field?,Est-ce la bonne option d'être développeur Android pour devenir traducteur après 3 ans dans le domaine du développement logiciel?,0
543,Why do I get punished by Quora moderators when I put Israel and Judaism in a negative light?,How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,Comment puis-je exceller en informatique et en programmation sans perdre quatre années de diplôme de CS dans une école d'ingénieurs indiens?,0
544,What can you do in lucid dreams?,How was your experience of Lucid dreaming?,Comment était votre expérience de rêve lucide?,1
545,What does it feel like to be beautiful?,What does it feel like to be attractive and desired by many?,Qu'est-ce que ça fait d'être attrayant et désiré par beaucoup?,0
546,Is it possible to do CA after 12th Science?,What should be done further to apply for Ph.D fellowship from a government institution if I have cleared TIFR GS 2016 written test?,Que faut-il faire pour demander une bourse de doctorat auprès d'une institution gouvernementale si j'ai passé le test écrit TIFR GS 2016?,0
547,How can I hack someones whatsapp account?,How can I hack another WhatsApp account?,Comment puis-je pirater un autre compte WhatsApp?,1
548,What is it like to study math at UCLA?,Could USC buy UCLA?,L'USC pourrait-il acheter UCLA?,0
549,What is the best lesson in life?,What is the most important lesson you have learned from life?,Quelle est la leçon la plus importante que vous avez tirée de la vie?,1
550,What are some Interesting mobile apps?,What are the best mobile apps for recruiters?,Quelles sont les meilleures applications mobiles pour les recruteurs?,0
551,How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,How would Trump presidency affect Indian students in the US?,Comment la présidence de Trump affecterait-elle les étudiants indiens aux États-Unis?,1
552,What are the various Batman movies in the series? (In order),What is the order of the Batman: Arkham games?,Quel est l'ordre du jeu Batman: Arkham?,0
553,What are the best daily life hacks one can use to make his life easy?,What are the hacks in daily life?,Quels sont les hacks dans la vie quotidienne?,1
554,How much weight will I lose by not eating for a week?,How much weight do I lose by purging after every time I eat?,Combien de poids perd-je en purgeant après chaque repas?,0
555,What is your favourite anime character and why?,What is your favorite anime character? And why?,Quel est votre personnage d'anime préféré? Et pourquoi?,1
556,How do ATM machines work internally?,How does ATM transaction work?,Comment fonctionne la transaction ATM?,0
557,How many Mechanical Engineers graduate from India per year?,How many mechanical engineers graduate per year in India?,Combien d'ingénieurs en mécanique sont diplômés par an en Inde?,1
558,How do I start a successful private equity firm?,What do you need to start your own private equity firm?,De quoi avez-vous besoin pour créer votre propre société de capital-investissement?,1
559,What are most underrated date activities?,What is the most underrated activity?,Quelle est l'activité la plus sous-estimée?,0
560,What are some common facts every mechanical engineer should know?,What should all mechanical engineering students know?,Que devraient savoir tous les étudiants en génie mécanique?,0
561,What can be the medium budget to visit best places in Kerala for three members (2-3 days)?,What are the best places to visit in Kerala for college students?,Quels sont les meilleurs endroits à visiter au Kerala pour les étudiants?,1
562,"Why is Quora Digest filled with questions about Google, IQ, and China?",Why are there so many questions about IQ questions on Quora?,Pourquoi y a-t-il tant de questions sur les questions de QI sur Quora?,0
563,How would you destroy the world?,How can I destroy the world?,Comment puis-je détruire le monde?,0
564,How can I earn money from YouTube?,How do I make money through YouTube?,Comment gagner de l'argent via YouTube?,1
565,What are the differences between particles and molecules?,How can I entirely turn off syntax highlighting in Sublime Text for Golang?,Comment désactiver entièrement la coloration syntaxique dans Sublime Text for Golang?,0
566,"On Facebook, how can I add mutual friends?",Can I see an ordered list of the people with whom I share the most mutual friends on Facebook?,Puis-je voir une liste ordonnée des personnes avec lesquelles je partage les amis les plus communs sur Facebook?,0
567,"What is Russian president Vladmir Putin like as a person, to his closest friends and family?","When did Putin become a public person, and what was his ""rise to fame"" like?","Quand Poutine est-il devenu une personne publique et à quoi ressemblait sa ""montée en puissance""?",0
568,How do I start writing again?,How do I start writing?,Comment commencer à écrire?,0
569,If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?,How did the Big Bang happen when there wasn't any time for it to happen in?,Comment le Big Bang s'est-il passé quand il n'y avait pas de temps pour que cela se produise?,1
570,How does it feel to be in a relationship than being single and how does our life changes when we are in a relationship?,Why do I want to stay single all my life after my breakup? Why do I feel like I am done with this serious relationship thing?,Pourquoi est-ce que je veux rester célibataire toute ma vie après ma rupture? Pourquoi ai-je l'impression d'avoir fini avec cette relation sérieuse?,0
571,How can I start civil service exam preparation from scratch?,When should I start preparing for the civil service exam?,Quand devrais-je commencer à préparer l'examen de la fonction publique?,1
572,What are the non-invasive blood glucose monitoring systems abroad?,What are the non-invasive blood glucose monitoring systems in India?,Quels sont les systèmes de surveillance de la glycémie non invasifs en Inde?,0
573,What is the difference in pleasure between masturbation and sex?,What is the difference between sex and masturbation when it comes to pleasure?,Quelle est la différence entre sexe et masturbation quand il s'agit de plaisir?,1
574,"What does ""the more things change the more they stay the same"" mean?",Why do some people believe that life ends at death?,Pourquoi certaines personnes croient-elles que la vie se termine à la mort?,0
575,How do I start a solar energy business in egypt?,How do I start solar energy business?,Comment puis-je démarrer une activité d'énergie solaire?,0
576,"Can my PC with specs 2 GB DDR2@ RAM, Intel Core Duo 3.5 GHz, NVidia GeForce GT 610 3gb DDR3 run Assassin's Creed Syndicate and GTA V?",Does web Methods has future after 5 to 10 years from now?,Web Methods a-t-il de l'avenir après 5 à 10 ans?,0
577,Do you have any psychic abilities?,Do you have psychic power?,Avez-vous un pouvoir psychique?,1
578,How do I manage time for studies?,How do you manage time between work and study?,Comment gérez-vous le temps entre le travail et les études?,0
579,What is the academic calendar at XLRI?,Is it possible to give usmele step 1 after 8 years of gap?,Est-il possible de donner à usmele l'étape 1 après 8 ans d'écart?,0
580,What is your take on Urjit Patel as the new RBI governor?,Is Urjit Patel is right person for RBI Governor?,Est-ce que Urjit Patel est la bonne personne pour le gouverneur de la RBI?,1
581,Why do you want to be to president?,Would you want to be President?,Voudriez-vous être président?,0
582,Why India does not have friendly relations with it's neighbouring countries?,How are India's relations with the U.S.A.?,Comment sont les relations de l'Inde avec les Etats-Unis?,0
583,Do Trump voters care that he has reneged all his campaign promises?,How will Trump supporters react once they realize he can't or won't keep his campaign promises?,Comment les partisans de Trump réagiront-ils une fois qu'ils auront compris qu'il ne peut ou ne veut pas tenir ses promesses de campagne?,1
584,"Can I learn while sleeping? If so, how?",How can I efficiently learn while sleeping?,Comment puis-je apprendre efficacement en dormant?,1
585,Can you play Asian Playstation 4 games on a European Playstation?,Can you play Asian Playstation 4 games on a European Playstation 4?,Pouvez-vous jouer aux jeux Playstation 4 sur une Playstation 4 européenne?,0
586,How do I stop being addicted to porn?,How can I stop watching porn?,Comment puis-je arrêter de regarder du porno?,1
587,"Why did British engineering and manufacturing skills decline so dramatically in the 60s, 70s and 80s, especially when compared with Germany's?","Why did the UK have bad living standards in the 70s/80s, but better now?","Pourquoi le Royaume-Uni avait-il un mauvais niveau de vie dans les années 70/80, mais mieux maintenant?",0
588,How do I work with machine learning researchers after graduation?,How can undergraduate help with machine learning research?,Comment le premier cycle peut-il aider à la recherche sur l'apprentissage automatique?,0
589,What is the future for iOS Developers?,"As of 2015, what is the future of iOS development?","A partir de 2015, quel est l'avenir du développement iOS?",0
590,What is the meaning of life? Whats our purpose on Earth?,What do you feel is the purpose of life?,"Selon vous, quel est le but de la vie?",1
591,How do I be a boyfriend?,How does a girl get a boyfriend?,Comment une fille obtient-elle un petit ami?,0
592,How is time travel possible?,Do you think time travel is possible?,Pensez-vous que le voyage dans le temps est possible?,1
593,How can one get a fuller face?,How do I do to get fuller face?,Comment puis-je faire pour avoir plus de visage?,1
594,Is it too late for me at the age of 25 thinking to start a career in photography?,I want to start my career as a photographer at age of 25. Is it too late?,Je veux commencer ma carrière de photographe à 25 ans. Est-ce trop tard?,1
595,What’s the best time to have sex?,When will the best time for having sex?,Quand le meilleur moment pour avoir des relations sexuelles?,1
596,Can we weld steel and aluminum together?,Why can't steel and aluminum be welded together?,Pourquoi l'acier et l'aluminium ne peuvent-ils pas être soudés ensemble?,0
597,Which YouTube video has the highest like/dislike ratio?,How is it possible for a YouTube video to have more likes/dislikes than views?,Comment est-il possible qu'une vidéo YouTube ait plus de goûts que de vues?,0
598,What is solution to Kashmir issue?,Is it possible for the Sharif government to resolve the conflicts in Kashmir?,Est-il possible que le gouvernement Sharif résolve les conflits au Cachemire?,0
599,"If you dug a hole through the earth, and came out the other side what would happen?",If I dug a huge hole in the ground in a straight line what would happen when I reach the opposite side of the Earth? Would my head or my feet come out first?,"Si je creusais un énorme trou dans le sol en ligne droite, que se passerait-il lorsque j'atteindrais le côté opposé de la Terre? Est-ce que ma tête ou mes pieds sortiraient en premier?",0
600,Can we create free energy?,How do we make free energy?,Comment faisons-nous de l'énergie gratuite?,1
601,What should I do for Web design?,What Is Web Design?,Qu'est-ce que la conception Web?,0
602,What's the funniest highbrow joke you've ever heard?,What are the funniest jokes / stories you ever heard?,Quelles sont les blagues / histoires les plus drôles que vous ayez jamais entendues?,1
603,How do I find the phenotypic ratio?,What is a phenotype ratio?,Qu'est-ce qu'un ratio de phénotype?,0
604,Why does Saturn benefit a house it sits in slowly?,Why does time seem to pass so slowly when you are in a boring lecture?,Pourquoi le temps semble-t-il passer si lentement lorsque vous êtes dans une conférence ennuyeuse?,0
605,Who is the most academically qualified Bollywood celebrity?,Which bollywood celebrity has his/her own jet?,Quelle célébrité bollywoodienne a son propre jet?,0
606,"Is there a difference in quality between wired and wireless headphones? If so, why?",What are the differences between having BOSE headphones in the ear and around the ear?,Quelles sont les différences entre avoir un casque BOSE dans l'oreille et autour de l'oreille?,0
607,What are some movies that everyone needs to watch at least once in life?,What movies would you recommend everyone to watch?,Quels films recommanderiez-vous à tout le monde à regarder?,1
608,Can World War 3 ever take place?,Is World War 3 more imminent than expected?,La troisième guerre mondiale est-elle plus imminente que prévu?,1
609,How can eating prunes help during a constipation?,Does eating prunes help with constipation?,Est-ce que manger des pruneaux aide à la constipation?,1
610,You have given all statement as correct in UNCCD question in CSE prelim 2016. While many coachings have taken 2nd statement as wrong.?,Have you ever been told any condescending statement by your elders to prove their point in question ?,Vos aînés vous ont-ils déjà dit quelque chose de condescendant pour prouver leur point de vue?,0
611,What would be today’s technology had we never realized the value of binary numbers and harnessed it to produce digital technology?,Would the world be less technologically advanced if the two world wars had never occurred?,Le monde serait-il moins technologiquement avancé si les deux guerres mondiales n'avaient jamais eu lieu?,0
612,What is the best way to invest in oil and natural gas?,What is the minimum investment If I want to buy oil and gas royalties?,Quel est le minimum d'investissement Si je veux acheter des redevances pétrolières et gazières?,0
613,Is Arnab Goswami pro-BJP?,Are Quorans supportive of Modi?,Les Quorans sont-ils favorables à Modi?,0
614,What are some good sources for learning NuGet?,What is a good source to learn mathematica?,Quelle est une bonne source pour apprendre mathematica?,0
615,How would do you describe a person with lots of interests?,What are some examples of how to describe a person in a positive light?,Quels sont quelques exemples de la façon de décrire une personne sous un jour positif?,0
616,Is it possible to turn off indicator light on a dahua camera?,What happens when you fly into a country but they refuse you entry?,Que se passe-t-il lorsque vous voyagez dans un pays mais qu'ils vous refusent d'entrer?,0
617,Why is Barack Obama so important for the world?,Why is Barack Obama so important to the world?,Pourquoi Barack Obama est-il si important pour le monde?,1
618,What is the reason Pakistan supports terrorism?,Has Pakistan become a safe haven for global terrorism?,Le Pakistan est-il devenu un refuge pour le terrorisme mondial?,1
619,How do I can stop hairfall?,How can I stop hairfall?,Comment puis-je arrêter la chute de cheveux?,1
620,"In your opinion, what is the best classical song of all time?",What's the best classical music piece of all time?,Quel est le meilleur morceau de musique classique de tous les temps?,1
621,What are some unusual aspects about politics and government in Hungary?,What are some unusual aspects about politics and government in Singapore?,Quels sont les aspects inhabituels de la politique et du gouvernement à Singapour?,0
622,What is the aim?,What is the aim of science?,Quel est le but de la science?,0
623,How should I respond to my boss who fired me via email?,Is it okay to fire someone via email?,Est-il acceptable de renvoyer quelqu'un par e-mail?,0
624,What are cheap and budget stay options in North Goa?,What are some nice budget places to stay in Goa?,Quels sont les bons endroits pour séjourner à Goa?,0
625,Is there any other website similar to Quora?,Are there any website like Quora?,Existe-t-il un site Web comme Quora?,1
626,What are the conditions in European refugee camps?,How are the conditions inside European Refugee Camps?,Comment sont les conditions dans les camps de réfugiés européens?,1
627,"What is the opposite of ""homebird""?",What is the opposite of take off?,Quel est le contraire du décollage?,0
628,How do you know that your fiance loves you?,What are the things that you love the most about your fiance?,Quelles sont les choses que tu aimes le plus chez ton fiancé?,0
629,Can somebody explain to me how to do this problem with steps?,Can somebody explain to me how to do with steps this little problem?,Quelqu'un peut-il m'expliquer comment faire avec les étapes ce petit problème?,0
630,How do I develop my presence of mind?,How can I increase my presence of mind?,Comment puis-je augmenter ma présence d'esprit?,1
631,Mathematical Fallacies: What is wrong in this proof that 2+2 = 5?,How would mathematics change had 2 plus 2 been equal to 5?,Comment le changement en mathématiques aurait-il eu 2 plus 2 égal à 5?,0
632,Will it help CIBIL score if I pay off my written-off amount?,Does my CIBIL score gets impacted if I only pay the minimum due amount?,Est-ce que mon score CIBIL est affecté si je ne paie que le montant minimum dû?,0
633,Should the Hobbit be considered a canonical Tolkien work?,"What is the proper, canonical spelling of Middle-earth in Tolkien's works?",Quelle est l'orthographe canonique de la Terre du Milieu dans les œuvres de Tolkien?,0
634,What do Japanese think about Malaysian?,What do Malaysians think about indians?,Que pensent les Malaisiens des Indiens?,0
635,Is the Har Ki Dun trek easy?,Can I take 10 month baby to base camp of Har ki dun trek?,Puis-je emmener un bébé de 10 mois au camp de base de Har ki dun trek?,0
636,What are the good websites to learn C programming for begineer?,How can we learn c programming?,Comment pouvons-nous apprendre la programmation en c?,1
637,Will the Supreme Court's decision of playing the National Anthem before movie screenings affect your patriotism?,What are your views on the supreme court's decision to make playing national anthem mandatory in cinema halls?,Que pensez-vous de la décision de la Cour suprême de rendre l’hymne national obligatoire dans les salles de cinéma?,1
638,"If the United States has a female president, will her husband be called the first gentleman? What will Bill Clinton be called if Hillary is elected?","If a single woman were elected President of the United States, would she have a First Lady or First Gentleman?","Si une seule femme était élue présidente des États-Unis, aurait-elle une première dame ou un premier gentilhomme?",0
639,How can I get MOOC/E-learning through online web and video courses related to filmmaking & production developed by Indian professors?,How can I get MOOCs/E-learning through online web and video courses related to photography developed by Indian professors?,Comment puis-je obtenir des MOOC / E-learning via des cours en ligne et des cours vidéo liés à la photographie développée par des professeurs indiens?,0
640,Mobile Number Portability finally will start on May 3. Do network providers really agree to this?,"Mobile number portability finally will start on May 3rd, including changing circles. Have network providers really agreed to this?","La portabilité des numéros mobiles commencera enfin le 3 mai, y compris les changements de cercles. Les fournisseurs de réseau ont-ils vraiment accepté cela?",0
641,Why do people hate twilight saga?,Why do people hate Twilight so much?,Pourquoi les gens détestent-ils tellement Twilight?,1
642,Do you believe imperialism left a positive or negative legacy in the Indian subcontinent and in Africa?,Stepping into corporate life from being a student. How does that feel?,Entrer dans la vie de l'entreprise en tant qu'étudiant. Comment ça se sent?,0
643,Why is C the best programming language?,"Lua and C, which one is the best programming language for embedded systems?","Lua et C, quel est le meilleur langage de programmation pour les systèmes embarqués?",0
644,How can I improve my spoken English ability?,How can I improve my English speaking .?,Comment puis-je améliorer mon anglais?,1
645,How can I have gay sex?,How can I be gay and dislike gay sex?,Comment puis-je être gay et ne pas aimer le sexe gay?,0
646,I'm transferring to a school with a US curriculum (taking the IBDP) from a Philippine school w/ a percent average grading system. How do I get my GPA?,"I am in tenth grade at a high school in Ontario, Canada. I would really love to do an exchange with a student from Europe. Any ideas on how I can go about doing this?","Je suis en dixième année dans une école secondaire en Ontario, au Canada. J'aimerais vraiment faire un échange avec un étudiant d'Europe. Des idées sur la façon dont je peux y arriver?",0
647,How do I make money with YouTube?,How do I make money through YouTube?,Comment gagner de l'argent via YouTube?,1
648,How do I find love in life?,How do I find the love of my life?,Comment puis-je trouver l'amour de ma vie?,1
649,"Which option is better to reduce weight, swimming or gym?","Is it possible to burn 1000 calories each day? If yes, how?","Est-il possible de brûler 1000 calories chaque jour? Si oui, comment?",0
650,Is there any way to get rid of gynecomastia?,How can I get rid of man boobs?,Comment puis-je me débarrasser des seins d'homme?,1
651,Which payment gateway in Saudi that using to collect and pay money from/to multiple ?,"Which are all the stress free, relatively easy to get jobs in India that pay a decent sum of money and allow you to pursue other interests?","Quels sont tous les emplois sans stress, relativement faciles à obtenir en Inde qui paient une somme décente et vous permettent de poursuivre d'autres intérêts?",0
652,Are there any scientific reasons behind Hindu temples?,What is the scientific reason behind visiting temples?,Quelle est la raison scientifique derrière la visite des temples?,1
653,Is (male) circumcision required in Islam?,Is circumcision allowed in Islam?,La circoncision est-elle autorisée dans l'islam?,0
654,Where can I get super high quality photos for any photo booth services in Sydney?,Where can I get professional photo booths service in Sydney?,Où puis-je obtenir un service de photomaton professionnel à Sydney?,1
655,How can I find out whom I sent a friend request to on Instagram?,How do you send a friend request on Instagram?,Comment envoyez-vous une demande d'ami sur Instagram?,0
656,How can I control on my anger?,How can someone control their anger?,Comment quelqu'un peut-il contrôler sa colère?,1
657,What are genders?,What is Gender Profiling?,Qu'est-ce que le profilage de genre?,0
658,How do I get off Quora?,How do get out of Quora?,Comment sortir de Quora?,1
659,How long can raw and cooked sausage last refrigerated?,How long does onigiri last if left refrigerated? How can it be kept longer?,Combien de temps dure l'onigiri s'il est laissé réfrigéré? Comment peut-il rester plus longtemps?,0
660,What are the best available smartphones gadgets?,What are some of the best smartphones technology gadgets?,Quels sont les meilleurs gadgets technologiques des smartphones?,1
661,How does it feel to be a closeted gay in India?,How does it feel to be homosexual in India?,Ça fait quoi d'être homosexuel en Inde?,1
662,Can we switch roles at Amazon?,How important is the role of TPM at Amazon?,Quelle est l'importance du rôle de TPM chez Amazon?,0
663,What happens if dictatorship is continuing in the present days?,What happens if a dictatorship continues in the present day?,Que se passe-t-il si une dictature se poursuit aujourd'hui?,1
664,What makes a great cup of coffee great?,What makes a perfect cup of coffee?,Qu'est-ce qui fait une tasse de café parfaite?,1
665,Is the US election rigged?,Was the US election rigged?,Les élections américaines ont-elles été truquées?,1
666,Why hasn't Gayle Laakmann McDowell/careercup created a MOOC or a coding bootcamp?,"Is Gayle Laakmann McDowell planning on publishing any more books? If so, what is she working on?","Gayle Laakmann McDowell envisage-t-elle de publier d'autres livres? Si oui, sur quoi travaille-t-elle?",0
667,What is fermentation? What are some products of fermentation?,What are some fermented products?,Quels sont les produits fermentés?,0
668,"What do you think about my short film, ""ColorShift""?",What do you think about my short film?,Que penses-tu de mon court métrage?,0
669,Should there be a war between India and Pakistan for Kashmir?,Why is there a conflict between India and Pakistan on Kashmir?,Pourquoi y a-t-il un conflit entre l'Inde et le Pakistan sur le Cachemire?,0
670,What is the best way to get you food stamp card?,How can I get food stamps in college?,Comment puis-je obtenir des bons alimentaires à l'université?,0
671,"What are some real world example of encapsulation and abstraction and how are they different, yet related?",What are some examples of recursion in the real world?,Quels sont quelques exemples de récursivité dans le monde réel?,0
672,What are ways to deal with fabricate security and insurance of android application?,How do find best applications for android security?,Comment trouver les meilleures applications pour la sécurité Android?,0
